lat_scaled,lon_scaled,area_category
0.9988855241391206,0.0055441438121386355,0
0.9599355077957479,0.011922303128862666,7
0.9845144161932802,0.013162347775886651,8
0.9907994945401026,0.013158353092066477,9
0.9917130819917532,0.006113718018450953,6
0.9860452364820822,0.013380328870131741,8
0.9903071171565556,0.00790265930502887,6
0.9971259992210091,0.007428324454584967,0
0.9852973152853264,0.015458004549132376,8
0.976174660068351,0.004660722870536205,4
0.9653471157965208,0.011832964394943524,7
0.9829016225688716,0.012479493815332532,8
0.9560971234540419,0.010547928775058502,3
0.9613418536750555,0.006425956724235959,7
0.971737323236447,0.02422785893173618,2
0.9920060365203427,0.007127396120532481,6
0.9802007037493916,0.012450244604984562,8
0.9875494813867527,0.006154893729731548,6
0.9965362601819998,0.01007557433989792,0
0.9925580424220324,0.006659076993096313,6
0.958619440059588,0.006752268227175229,3
0.9755923171932328,0.004029044872114085,4
0.9909770513253231,0.010216329394045154,9
0.9908224548903619,0.0034712786803492435,6
0.9951372420740507,0.010879995330959069,0
0.999640724255427,0.01166700559414835,0
0.9907424942492873,0.007907588338624372,6
0.9977106576718762,0.006014301171197722,0
0.9889761105371835,0.004692067597227734,6
0.9581817278503828,0.015860113484905014,7
0.9672402211013345,0.005497158882692865,5
0.9798929373522935,0.0032003172456018802,4
0.9791979715165628,0.02051026398461797,2
0.9692025982713983,0.010486959066914991,5
0.9958946991439359,0.0059148403147144535,0
0.9790826812471729,0.0035709426563474977,4
0.9762569362851754,0.00482170185785602,4
0.996623411809368,0.014573486762142984,9
0.9723090848097207,0.011559193140220358,5
0.9894943696091727,0.003747114983487343,6
0.9899805428129693,0.007027596731522756,6
0.9992741109691319,0.009496886837953689,0
0.9800016814792678,0.012508878438691085,8
0.9762092178380821,0.021762319765706195,2
0.9876258856161271,0.004047186830245408,6
0.9776487243253826,0.004728124696695701,4
0.9743804015139959,0.021420645656683668,2
0.9675336250665674,0.025933148830849184,2
0.9568789868877352,0.01515758739919626,7
0.9720311180161514,0.01214285707031415,5
0.9913160535691357,0.003651107158781919,6
0.971161262703975,0.01645237614118944,2
0.9760783926934109,0.02503004560811828,2
0.9941127903269122,0.01612939579831707,9
0.9670075887865761,0.011568875170498316,5
0.9500253321055907,0.009699633968476284,3
0.9829730439137223,0.007231968818175005,4
0.9830111483247914,0.007227330922552788,4
0.9846383043810651,0.01556345743134635,8
0.988868587705436,0.005504565974386644,6
0.9845959010107985,0.007130781445804146,6
0.9849046444440774,0.01603124167738912,8
0.9812935187181329,0.011261419929321725,8
0.9777339414211119,0.01725535498368469,2
0.9796365630583312,0.014065146319343746,8
0.9820544344960997,0.017621091984738158,8
0.9754655956005238,0.008189000272484925,4
0.9954681642286443,0.009328297639423333,0
0.9973872586958783,0.006657614532578293,0
0.9846921390746526,0.007068186781530095,6
0.9919196958330043,0.011262581095889956,9
0.9750721822117767,0.00381363323975048,4
0.9651396519337916,0.006052876952668207,5
0.9877594562324679,0.01084873523740093,9
0.9948144586308474,0.00453029644379388,0
0.986490471869883,0.006520271886305551,6
0.9877209512365641,0.0035031684444080113,6
0.978410578058083,0.010794312748332757,4
0.9885839477547491,0.007194753937463716,6
0.9573619944943039,0.005671773960206572,3
0.9916382996424393,0.005506116453361187,6
0.9916053539824072,0.013117966161575012,9
0.9834156413038335,0.010423755044092431,8
0.9565765551081875,0.011155188422296014,7
0.995466600970754,0.005506231554420538,0
0.9768460402506665,0.02084439558893436,2
0.985811431723906,0.012987935817888818,8
0.9753226552072056,0.003782322366312485,4
0.9553836916344847,0.003579067437000205,3
0.988513034468713,0.005565373186917633,6
0.9593786753353224,0.01583240798288088,7
0.9957911723901698,0.017825193245369242,9
0.9859830969809535,0.004450890254220852,6
0.9953494543326209,0.008887595995553,0
0.9807442289770276,0.006662184721695219,4
0.9717630388287373,0.006016789385272503,5
0.9791795543845461,0.011604133333202427,8
0.9999904934379562,0.005536604692758296,0
0.9752522108985366,0.007306310561141949,4
0.9674278120481365,0.01058218826680779,5
0.9912677879817813,0.0073324452722394184,6
0.9923987073615916,0.005266178139404332,6
0.9928606500680925,0.005102937754802639,6
0.9954877049522692,0.005471735089901841,0
0.9564794377117702,0.007957240904384655,3
0.9710034713607008,0.012746291299995605,5
0.9812615696350053,0.01572859359809975,8
0.9716584764166183,0.0136614462806941,5
0.9645023214623927,0.005736772205422902,5
0.9917322709823533,0.004730755094432659,6
0.9859232046630422,0.013838092553370984,8
0.9898987648845972,0.006956267928047488,6
0.9944599605932001,0.011230613469349393,9
0.9791693443564511,0.013870896355253848,8
0.9921542529090401,0.0044402840301440705,6
0.9792136040954618,0.013867917269014818,8
0.9818555099295945,0.007027664438028047,4
0.993233848578249,0.013316847250636421,9
0.995757552575173,0.006552259824798234,0
0.9768290984432837,0.01610291578404155,2
0.9910552826123564,0.006340951206663448,6
0.9738950587909545,0.010756965839935795,5
0.9772351058284072,0.01657783629575782,2
0.9929534685053123,0.01322541638569863,9
0.9948522406199767,0.010248395195018745,0
0.9904802968196837,0.004759293386473296,6
0.993419417060156,0.007161147813491198,0
0.9607075617861809,0.01228534541100057,7
0.977327924265627,0.0037120430136727833,4
0.9905951962746005,0.00479426379652903,6
0.9924665039022096,0.004772001897542566,6
0.9919716448467626,0.004504073714238999,6
0.9599358986102202,0.0064560184126492,7
0.9777769700945353,0.014406319400226408,8
0.9736079567090905,0.004521575845894077,4
0.9897701869231432,0.007809132923747519,6
0.9751707260810183,0.004046851683043862,4
0.9778938236218138,0.004954186562364349,4
0.995992959672686,0.010497544979039652,0
0.9753537249577691,0.004962582169038221,4
0.9985144653382005,0.004987735135807192,0
0.9848808145316164,0.013082643677689632,8
0.9787767712188207,0.01346171208966318,8
0.9880843305330989,0.019992278750120995,9
0.9678006685956295,0.005790453308256893,5
0.9940460880668174,0.009260828106757657,0
0.9605433220041104,0.012661116516158977,7
0.9984043533605722,0.004802320870675558,0
0.9961020653030466,0.008846599706513025,0
0.9719564724519034,0.00956171581690679,5
0.9845468537944986,0.00682782868723919,6
0.9674845973909911,0.010855962906855865,5
0.9943939129473471,0.011229394752251487,9
0.9797042716656921,0.012551905922894235,8
0.997017450501271,0.008859768621819697,0
0.992378873527112,0.004187748920851497,6
0.953128594424514,0.004491886543260826,3
0.9833935016639663,0.012795977719007645,8
0.9541147170422621,0.004760410543812377,3
0.9921165393124434,0.006048425249936429,6
0.986827002212157,0.003951805290714816,6
0.971576698488247,0.026168835176265226,2
0.9844024185358227,0.015490415653284018,8
0.9967811054490245,0.009569434358525974,0
0.9834164229327782,0.01644262640440619,8
0.99530363133572,0.005531689200463319,0
0.9863783081162745,0.015658585071481212,8
0.9939795519028736,0.013527996758483596,9
0.9807635742934164,0.012982350031190748,8
0.9861955046467599,0.015259726047969657,8
0.9887910012622823,0.007151228810445609,6
0.9755785116719919,0.012166784549335397,5
0.955182519884763,0.007525882758264046,3
0.9767352052662646,0.01095571490131153,4
0.9996982423754175,0.004188425985906186,0
0.9922341744686674,0.00713186474989147,6
0.9908110235670411,0.005405315008070843,6
0.9782769195084868,0.007133557412527303,4
0.9565413818056618,0.007543351036666479,3
0.9912023265576368,0.005203414208867052,6
0.9548291258980002,0.0042126987681037065,3
0.9890620310989644,0.005739988264431339,6
0.9868508809764269,0.005956046493921896,6
0.9559719651192222,0.0052354393859372905,3
0.9846346893471947,0.006856570098796588,6
0.9904829152766497,0.003981017262484343,6
0.9689702590674947,0.009973066690671217,5
0.9918475612517414,0.005435444402989376,6
0.9903821828463619,0.013058360739516495,9
0.9897344273989082,0.004119703882889958,6
0.9717126042210604,0.005674042128138268,5
0.989703855936797,0.00797670991002164,6
0.9963777849133995,0.006280218471289345,0
0.956081490875142,0.016982585785243032,7
0.9940550767996856,0.009837010468001672,0
0.9585957957840017,0.015082402710237197,7
0.9701594195740699,0.005433227014936648,5
0.9659799421311246,0.011797824718622785,5
0.9871103036232758,0.004395743305544819,6
0.9875951089764174,0.010343218155878908,6
0.959375666063885,0.012990948757381382,7
0.987908727820241,0.012685673665679964,9
0.9836432907340673,0.011293309693381381,8
0.9879628653950445,0.005293768540369115,6
0.9988866379603674,0.00945955685618216,0
0.9709495389634948,0.00540213280231594,5
0.9568735741072909,0.006175002561844778,3
0.981513644969771,0.00672024305010499,4
0.9912298789779483,0.01133501690072869,9
0.9833613180921561,0.0132224372994596,8
0.9793155089691683,0.00348173933543805,4
0.9711308671083754,0.009196696504811364,5
0.977965147263046,0.00811415073072741,4
0.9695269742835779,0.0055700110825389615,5
0.9925118481513819,0.011122655446435203,9
0.9848697642524056,0.006726844434385093,6
0.9887737077218746,0.005543910224694137,6
0.9760535759744067,0.007370056236007727,4
0.9940765715956732,0.009021959555586712,0
0.9933963590062782,0.01599525566975135,9
0.9899693655190549,0.006453408326864363,6
0.9979612674523701,0.005578508248971659,0
0.9759009629228941,0.010177845016356102,4
0.9849521870246565,0.009901328262838405,8
0.9903164478520865,0.004362837943904019,6
0.981379497902084,0.0038567656690373653,4
0.9857763561249988,0.006752539053197282,6
0.9543262453755044,0.0041152014002792114,3
0.9793317375401389,0.01390307387196188,8
0.9744797856343541,0.01014370739631687,5
0.9770254338639082,0.0038818847825536906,4
0.9814537526518596,0.006491530474749041,4
0.9865010629420881,0.018592859759955616,8
0.9658617207531912,0.011577440043435416,5
0.9599646234739496,0.010849764376283488,7
0.9710768467779132,0.013729389758896815,5
0.9778028127015292,0.004194455250215334,4
0.9971122230108533,0.01410732747222987,9
0.956332100655636,0.00791262231730272,3
0.9796495576395414,0.007391790024252387,4
0.9888708251182918,0.00603606881269414,6
0.9767845944452271,0.015190970091700784,2
0.9824101733696975,0.007137213563820133,4
0.9619421447048233,0.009101548552724381,7
0.9548008895523616,0.0060720209670801495,3
0.9592887098437521,0.014488884098278199,7
0.9721403506612165,0.009396985889185139,5
0.9991252106551074,0.008480070539345519,0
0.9864804963304725,0.0035821074590938196,6
0.9980786094977403,0.005098198299422485,0
0.9605970589940802,0.015605807850494813,7
0.9875479767510336,0.0036140920122607056,6
0.9713035191719661,0.005772284267523631,5
0.9935428167298501,0.005806374493009692,0
