lat,lon
47.493687,-122.105071
47.520787,-122.364021
47.53236,-122.055848
47.5635962,-122.274758
47.6634365,-122.083012
47.718604,-122.317162
47.5350055,-122.0457254
47.685611,-122.013058
47.556757,-122.363339
47.572454,-121.925404
47.581888,-121.996352
47.530467,-122.184393
47.353283,-122.166087
47.483801,-121.71383
47.678985,-122.299911
47.5422055,-121.8600538
47.529294,-122.362741
47.56658,-122.37504
47.452746,-122.162775
47.690055,-122.298923
47.506005,-122.384001
47.672558,-122.3809331
47.312699,-122.33908
47.727868,-122.192177
47.472177,-121.746223
47.486962,-122.282161
47.3088808,-122.3538997
47.545754,-121.996314
47.348438,-122.504984
47.634828,-122.032173
47.723795,-122.180845
47.368441,-122.153098
47.731066,-122.302726
47.460349,-122.170331
47.643546,-122.303109
47.707417,-122.1009774
47.6340957,-122.3612628
47.3840852,-122.0359768
47.657007,-122.345054
47.359434,-122.054064
47.674047,-122.376909
47.6426142,-122.387948
47.70731,-122.07022
47.356766,-122.266579
47.746559,-122.333903
47.416584,-122.323237
47.275145,-122.319521
47.757912,-122.140992
47.5115019,-122.1940106
47.3991967,-122.1627472
47.668263,-122.286067
47.5256243,-122.3470275
47.5443182,-122.3760285
47.575476,-122.387763
47.542589,-121.86263
47.511731,-122.347956
47.5927971,-122.3059079
47.40332,-122.178063
47.531779,-122.054896
47.771752,-122.207918
47.3680276,-122.3101548
47.695814,-122.356948
47.622977,-122.29799
47.362721,-122.088762
47.631932,-122.038687
47.378176,-122.029779
47.6055768,-122.135398
47.686452,-122.399044
47.7650869,-122.2461883
47.57279,-122.205061
47.5340918,-122.0669265
47.5149973,-121.8729828
47.6066,-122.052403
47.544237,-122.374726
47.54462,-121.8622855
47.5402197,-122.026914
47.756312,-122.31576
47.5655009,-122.1289761
47.6110481,-122.3092459
47.654185,-122.385082
47.438049,-122.134072
47.194426,-122.012989
47.727228,-122.104936
47.73579,-122.158913
47.533721,-121.760586
47.6874,-122.31532
47.591357,-122.149212
47.518042,-122.193923
47.697866,-122.3201395
47.404461,-122.170895
47.67986,-122.380732
47.291737,-122.346014
47.5620525,-122.161958
47.459878,-122.171992
47.6635795,-122.3460052
47.357621,-122.01598
47.675695,-122.384975
47.741617,-122.319958
47.536709,-122.268003
47.682873,-122.3781076
47.486629,-122.2317562
47.463868,-121.744072
47.551539,-122.35675
47.682512,-122.307039
47.373519,-122.429942
47.529257,-122.286954
47.400616,-122.18817
47.637216,-122.350036
47.335428,-122.1586312
47.4404907,-121.7393188
47.60779,-122.197695
47.330468,-122.170794
47.6958049,-122.3641834
47.693873,-122.184044
47.7383888,-122.3368255
47.55206,-121.997863
47.68307,-122.380744
47.3442242,-122.0231731
47.710204,-122.355901
47.739221,-122.101846
47.67372,-122.304113
47.284299,-122.356942
47.361837,-122.277194
47.496545,-122.186863
47.5847486,-122.3019278
47.662608,-122.140929
47.561458,-122.081855
47.762399,-122.161045
47.694261,-122.125979
47.668936,-122.367063
47.618339,-122.3008033
47.42501,-122.332044
47.5487886,-122.0926227
47.774295,-122.139777
47.697129,-122.104196
47.4901099,-122.1661791
47.6531296,-122.3519279
47.447638,-122.124083
47.469342,-122.298217
47.542123,-122.382825
47.594824,-122.153158
47.456802,-122.165182
47.61049,-122.309252
47.513434,-122.38823
47.5418015,-122.2867529
47.60309,-122.021031
47.761265,-122.3715869
47.64993,-121.915215
47.449506,-122.145503
47.387666,-122.325989
47.701026,-122.389964
47.501703,-121.772884
47.776212,-122.257449
47.534192,-122.161196
47.675763,-122.385989
47.6903458,-122.3700771
47.610041,-122.137848
47.6368709,-122.3498804
47.517834,-122.345815
47.68974,-122.175014
47.709263,-122.01905
47.61793,-122.317979
47.3340358,-122.304461
47.519147,-121.88574
47.5822865,-121.9699491
47.760449,-122.234259
47.5849486,-122.3018996
47.445796,-122.343252
47.6276869,-122.3451561
47.7259675,-122.2960332
47.548664,-122.271926
47.558038,-122.391857
47.441202,-122.151064
47.490838,-122.298213
47.507567,-122.377013
47.408097,-122.178008
47.497501,-122.231035
47.6804671,-122.3642548
47.722302,-122.101307
47.640482,-122.301064
47.680074,-122.115146
47.448606,-122.116996
47.5579705,-122.1742916
47.6970459,-122.3649444
47.6735893,-122.3749005
47.580794,-122.39377
47.651425,-122.369183
47.556451,-122.130424
47.593919,-122.298152
47.6622154,-122.170872
47.322817,-122.286629
47.387564,-122.216164
47.628252,-122.098621
47.587631,-122.390778
47.750311,-122.050681
47.658602,-122.009142
47.675529,-122.160245
47.512973,-122.184856
47.614368,-122.295129
47.735063,-122.169831
47.5520284,-122.1150279
47.354171,-122.011923
47.492336,-122.165034
47.762325,-122.255882
47.5356929,-122.368159
47.6871891,-122.344131
47.3520045,-122.0090816
47.6359544,-122.3559151
47.302992,-122.069168
47.699508,-122.396799
47.50265,-122.1880925
47.751214,-122.35209
47.668696,-122.288194
47.486852,-122.123138
47.5678452,-122.3777791
47.5799828,-122.2851858
47.650669,-122.332021
47.666261,-122.331938
47.697776,-122.164259
47.532063,-122.35415
47.328457,-122.328133
47.372351,-122.103899
47.4050135,-122.2881847
47.307837,-122.357959
47.7112405,-122.2958102
47.6339228,-122.2319905
47.7745,-122.37797
47.575401,-122.120338
47.683922,-122.274116
47.43246,-122.208829
47.532679,-121.871009
47.4748744,-122.092763
47.555342,-122.3158
47.350932,-122.040884
47.6796935,-122.0350098
47.631009,-122.10829
47.378115,-122.284345
47.657503,-122.393948
47.7149958,-122.353706
47.293256,-122.371846
47.6568,-122.273132
47.5246687,-122.0652879
47.607727,-122.291898
47.571546,-122.137811
47.629508,-122.052015
47.735472,-122.231173
47.735805,-122.341988
47.302907,-122.220958
47.5461898,-122.3716593
47.5865586,-122.11797
47.715685,-122.233863
47.3502785,-122.0390235
47.546873,-122.365238
47.555463,-122.396954
47.302907,-122.220958
47.71083,-122.351886
47.490188,-122.179158
47.5073682,-122.3878344
47.605848,-122.309858
47.68324,-122.304218
47.5422162,-121.8882809
47.741694,-121.910022
47.563009,-122.297089
47.6989595,-122.3171457
47.563047,-122.297122
47.670959,-122.166051
47.6542638,-122.3450371
47.6762492,-122.2879088
47.4875844,-122.146465
47.6195822,-122.2971057
47.259931,-122.282563
47.5335321,-121.8381399
47.631266,-122.36995
47.5488619,-122.3635529
47.5319512,-122.0758419
47.4466792,-122.2812453
47.712439,-122.33107
47.568942,-121.995853
47.661692,-122.356045
47.6970005,-122.1757792
47.41364,-122.3181476
47.695089,-121.863899
47.605448,-122.012792
47.614347,-122.210606
47.4993481,-122.2607157
47.369264,-122.08365
47.628265,-122.312193
47.491457,-122.166999
47.625927,-122.050733
47.5261,-122.162186
47.569083,-122.284286
47.516372,-122.268439
47.700198,-122.188207
47.703736,-122.236292
47.434707,-121.416942
47.65252,-122.345048
47.333329,-122.265842
47.20103,-121.999225
47.507302,-122.337236
47.760417,-122.217071
47.552816,-122.229198
47.619116,-122.04302
47.518735,-122.362891
47.714062,-122.212877
47.31738,-122.280338
47.5517414,-122.3602674
47.514249,-122.2531485
47.681813,-122.199807
47.4569596,-122.0045306
47.755365,-122.076207
47.6745919,-122.3270216
47.52973,-122.2837446
47.33443,-122.174152
47.647716,-122.1973332
47.379221,-122.321233
47.39939,-122.320012
47.558823,-122.300945
47.393906,-122.163863
47.349418,-122.032904
47.642681,-122.157555
47.517503,-122.345813
47.463014,-122.007728
47.538818,-121.870375
47.429339,-122.150847
47.772819,-122.386042
47.462931,-122.209079
47.5370649,-122.368272
47.652961,-121.979352
47.4911529,-122.3124248
47.685997,-122.340966
47.7710331,-122.3865735
47.686741,-122.345193
47.739887,-122.233888
47.362646,-121.971184
47.576596,-122.377801
47.26679,-122.23086
47.555337,-122.266037
47.6405463,-122.3558522
47.6742928,-122.3159644
47.711979,-122.228904
47.659391,-122.143749
47.775015,-122.125225
47.692728,-121.901047
47.537626,-122.072368
47.498114,-122.221796
47.595022,-121.986245
47.646992,-121.963998
47.312452,-122.387317
47.667775,-122.165005
47.349138,-122.028896
47.7351316,-122.323282
47.515021,-122.362253
47.517512,-122.026872
47.637205,-122.007113
47.729404,-122.351937
47.29765,-122.227057
47.694645,-122.189939
47.6499159,-122.1636644
47.6576824,-122.1734348
47.7185358,-122.0241082
47.5401338,-122.0728079
47.5007125,-122.3406587
47.6868145,-122.2149372
47.7010868,-122.2352243
47.6989319,-122.2071823
47.544505,-122.01406
47.6992618,-122.345939
47.349517,-122.093902
47.431495,-122.192134
47.647738,-122.184161
47.265254,-121.909722
47.368895,-122.076933
47.593756,-122.047156
47.6151267,-122.2164639
47.656549,-122.358061
47.547738,-122.153061
47.740905,-122.089315
47.665917,-122.144122
47.634715,-122.354953
47.5264801,-122.2019785
47.635183,-122.357911
47.687272,-122.320912
47.420826,-122.213078
47.741334,-121.979072
47.356529,-122.320259
47.506473,-122.338007
47.695486,-122.30387
47.538699,-122.3869956
47.491829,-122.180868
47.343932,-122.331129
47.481484,-122.343054
47.44563,-121.773006
47.494538,-122.3031085
47.3277771,-122.3890323
47.5036336,-122.362193
47.544505,-122.262892
47.603166,-122.125052
47.309135,-122.343233
47.5116745,-122.3285588
47.25802,-122.208091
47.557883,-122.129108
47.586584,-122.116068
47.346684,-122.303993
47.506973,-122.241936
47.72065,-122.32051
47.666227,-122.364934
47.6505295,-122.2030446
47.731706,-122.200919
47.486604,-122.219199
47.552648,-122.385186
47.446175,-121.772921
47.6680648,-122.135878
47.56194,-122.002916
47.543986,-122.384828
47.478723,-122.301988
47.6562,-122.341018
47.627892,-122.287218
47.629741,-122.057159
47.746528,-122.076238
47.5264874,-122.3658936
47.67071,-122.398977
47.336593,-122.033178
47.5282448,-122.1458958
47.629145,-122.092971
47.673668,-122.358164
47.58322,-122.026189
47.538951,-121.875733
47.600579,-122.304969
47.689422,-122.207086
47.660559,-122.059023
47.580612,-122.192475
47.588775,-122.293936
47.587389,-121.982444
47.6984765,-122.3671152
47.282329,-122.294625
47.3991962,-122.1620798
47.431038,-122.285121
47.73038,-122.2913779
47.5395106,-121.9950384
47.6243813,-122.2097338
47.6960596,-122.3488678
47.528763,-122.320984
47.5241168,-122.2850692
47.694168,-122.016092
